toimitussisalto_id,toimittaja,timestamp,puhdistettu_toimitussisalto
1129,Kastelli,20250913_183439,"**TOIMITUSSISÄLTÖ START**
C:talobot_envdataladatut_toimitussisallotfcc2f5d5-991e-4e3d-a520-604369726435.pdf
**TOIMITUSSISÄLTÖ END**"
