toimitussisalto_id,toimittaja,timestamp,puhdistettu_toimitussisalto
1131,Kastelli,20250913_183433,"**TOIMITUSSISÄLTÖ START**
C:talobot_envdataladatut_toimitussisallotf572356a-f993-420f-a6cf-e22d2b408b25.pdf
**TOIMITUSSISÄLTÖ END**"
