toimitussisalto_id,toimittaja,timestamp,puhdistettu_toimitussisalto
1127,Kastelli,20250913_150306,"**TOIMITUSSISÄLTÖ START**
C:talobot_envdataladatut_toimitussisallot33a66f16-ed7e-46ad-8704-aa4691a1ceaf.pdf
**TOIMITUSSISÄLTÖ END**"
